RSRP,RSRQ,Azimuth,Dis_Serving,RS SINR Carrier 1
-71.90000153,-15.69999981,183.7526367,3.701618124,5.699999809
-70.40000153,-17.0,183.6107833,3.72574518,4.099999905
-69.40000153,-15.80000019,183.5096203,3.74661194,4.300000191
-70.69999695,-17.29999924,183.4485692,3.761841181,2.400000095
-70.69999695,-16.39999962,183.419555,3.769248173,5.099999905
-73.30000305,-17.79999924,183.3355333,3.770993816,3.400000095
-69.90000153,-15.0,151.7105087,0.249292606,7.599999905
-67.5,-15.60000038,150.0366612,0.237699881,6.0
-68.80000305,-16.0,148.8253365,0.223816583,2.700000048
-77.80000305,-19.10000038,147.1512882,0.203624567,2.099999905
-72.30000305,-17.5,183.5345166,3.69184431,5.199999809
-74.30000305,-19.0,183.6809785,3.665634869,-2.0
-74.90000153,-19.39999962,183.8513595,3.639455764,-3.700000048
-64.80000305,-15.5,130.2575731,0.104202505,4.300000191
-68.0,-16.29999924,122.2976055,0.085190098,7.699999809
-61.20000076,-14.89999962,113.3281868,0.071246181,14.0
-65.69999695,-15.89999962,103.4224508,0.061572787,8.100000381
-62.70000076,-14.39999962,93.73192683,0.055912737,10.39999962
-73.59999847,-17.29999924,82.41128396,0.05233095,-1.899999976
-77.09999847,-21.10000038,146.3588138,0.882378579,3.099999905
-74.0,-16.0,51.74320239,0.053811909,4.5
-71.19999695,-14.69999981,40.7742401,0.057786185,6.400000095
-67.59999847,-13.69999981,34.4611621,0.061501111,11.80000019
-71.69999695,-15.19999981,30.17178272,0.065458664,10.10000038
-78.30000305,-16.70000076,25.96076968,0.069991111,1.100000024
-79.09999847,-17.89999962,20.91588666,0.077538428,-0.100000001
-75.90000153,-16.39999962,16.738391,0.085799532,1.899999976
-76.19999695,-16.89999962,13.86478375,0.094369757,2.599999905
-75.59999847,-15.60000038,12.64535806,0.103185473,6.300000191
-76.0,-16.0,12.57350098,0.110973075,3.900000095
-74.30000305,-16.20000076,13.73953229,0.118111785,3.5
-75.0,-16.0,15.20857177,0.124084989,1.5
-76.90000153,-15.5,16.80173679,0.130024541,2.200000048
-77.59999847,-16.39999962,18.68911592,0.135324432,1.600000024
-77.0,-16.79999924,20.41706366,0.139473983,0.699999988
-74.69999695,-15.5,21.64134315,0.143298195,3.599999905
-74.69999695,-15.80000019,22.67151453,0.145775642,4.599999905
-76.5,-15.0,22.92886496,0.146484585,4.0
-76.19999695,-14.39999962,22.78370028,0.145742083,4.5
-72.40000153,-13.5,22.89133385,0.146818211,9.399999619
-69.30000305,-13.69999981,24.22166689,0.150017894,10.39999962
-69.40000153,-14.19999981,26.96257699,0.156661966,10.5
-67.09999847,-14.10000038,29.70352149,0.167135628,13.80000019
-66.69999695,-13.30000019,32.7647879,0.181301678,17.70000076
-65.30000305,-11.89999962,35.68855564,0.19771604,17.39999962
-66.59999847,-13.19999981,38.61747338,0.216578725,16.70000076
-68.0,-13.19999981,41.64762336,0.236695814,16.39999962
-71.69999695,-13.60000038,44.53882042,0.258523624,8.899999619
-73.5,-13.39999962,46.8152355,0.281816058,10.5
-73.19999695,-13.10000038,48.45210694,0.305973028,13.80000019
-74.59999847,-14.30000019,49.73269413,0.328905846,9.399999619
-75.80000305,-14.39999962,50.95765525,0.349667737,6.800000191
-76.19999695,-15.0,51.86881062,0.365731669,7.400000095
-80.0,-14.89999962,52.34550579,0.375478337,4.400000095
-80.40000153,-14.39999962,52.90467333,0.385970416,4.599999905
-80.0,-14.10000038,53.56927745,0.400253223,6.0
-80.09999847,-14.30000019,54.38789744,0.417666884,3.200000048
-83.19999695,-15.30000019,55.06122804,0.436972466,3.299999952
-83.09999847,-14.19999981,55.93754753,0.457795976,5.300000191
-86.09999847,-16.70000076,56.66834978,0.480528633,4.900000095
-81.40000153,-13.5,318.2962408,0.264211656,7.300000191
-79.90000153,-12.0,322.5316934,0.257743775,10.80000019
-79.30000305,-11.5,325.5601664,0.253448337,10.39999962
-77.0,-12.19999981,326.4880672,0.251684055,11.89999962
-77.0,-12.19999981,327.7653516,0.248411027,13.30000019
-80.30000305,-12.19999981,329.6625113,0.245247606,10.0
-78.59999847,-12.30000019,332.2629448,0.244730739,11.69999981
-78.80000305,-12.0,335.1174495,0.245346567,12.69999981
-79.5,-12.10000038,338.0931056,0.245988219,11.89999962
-80.0,-12.0,340.737028,0.244845699,11.80000019
-80.0,-11.80000019,342.7174087,0.244806978,10.39999962
-80.0,-12.10000038,344.4678504,0.243958882,10.80000019
-80.30000305,-12.0,346.2646143,0.244415414,11.0
-78.90000153,-11.5,348.1318315,0.246754693,12.60000038
-76.69999695,-11.5,349.983285,0.249829218,12.69999981
-75.09999847,-12.10000038,351.1528309,0.253215846,16.70000076
-69.5,-11.39999962,351.853374,0.2568773,20.60000038
-67.09999847,-11.30000019,353.1688484,0.259301562,19.89999962
-66.90000153,-11.39999962,355.3341424,0.261969433,18.70000076
-79.40000153,-11.5,358.2665963,0.264601555,11.5
-80.59999847,-11.89999962,2.021571296,0.267254329,10.60000038
-81.5,-11.69999981,5.363055665,0.274349123,9.300000191
-83.09999847,-12.0,9.051746811,0.282046913,7.900000095
-84.09999847,-11.89999962,12.14559064,0.292652068,8.199999809
-85.59999847,-13.5,15.18372359,0.303369083,4.300000191
-86.80000305,-13.30000019,18.06720638,0.313043186,3.099999905
-85.30000305,-14.10000038,20.10229303,0.32241811,3.799999952
-85.09999847,-13.80000019,21.78636927,0.33076875,4.599999905
-85.40000153,-14.60000038,23.195115,0.339554878,3.099999905
-88.5,-15.30000019,24.60180017,0.34968508,0.699999988
-89.90000153,-16.10000038,26.10607425,0.362187444,-0.200000003
-90.0,-16.89999962,27.55946171,0.376217274,0.200000003
-90.5,-17.5,29.19300631,0.389179573,-1.399999976
-92.09999847,-18.70000076,30.56475521,0.401241733,-2.5
-92.59999847,-20.70000076,31.67567995,0.412104969,-2.700000048
-82.0,-15.30000019,32.70167734,0.421104396,2.0
-82.19999695,-14.5,33.56757362,0.424944445,4.400000095
-74.30000305,-13.89999962,34.30074602,0.427470993,6.0
-75.59999847,-13.5,35.36471398,0.432796608,3.5
-83.5,-14.10000038,36.23099472,0.443280624,1.600000024
-85.30000305,-14.69999981,37.58253427,0.454713752,2.099999905
-83.40000153,-15.10000038,224.1679707,0.372398643,2.099999905
-82.69999695,-16.20000076,222.2343308,0.35501435,-0.200000003
-80.69999695,-14.0,220.0971807,0.335813412,4.699999809
-79.0,-12.30000019,218.1422692,0.315231237,7.300000191
-81.59999847,-12.5,216.2075525,0.296546117,5.900000095
-78.19999695,-12.10000038,213.9862823,0.281020923,7.800000191
-76.09999847,-12.10000038,210.9288252,0.275894579,9.300000191
-76.40000153,-11.89999962,207.6621248,0.276045332,10.19999981
-78.69999695,-12.10000038,204.5834769,0.282981675,7.199999809
-81.0,-12.10000038,202.7555264,0.300809016,5.699999809
-84.0,-13.0,202.1439034,0.321653485,4.0
-83.69999695,-11.80000019,203.0856161,0.340227182,6.599999905
-81.19999695,-13.0,204.7436367,0.355983423,6.400000095
-84.80000305,-15.0,206.1696526,0.371039872,0.300000012
-87.90000153,-14.80000019,207.0818916,0.383602117,0.699999988
-89.59999847,-14.30000019,207.5587537,0.390825027,1.5
-89.09999847,-14.0,207.7767279,0.397631457,3.099999905
-86.69999695,-13.39999962,208.2642662,0.402888898,4.0
-80.09999847,-12.60000038,207.8832457,0.410813108,5.900000095
-78.30000305,-11.69999981,206.9797977,0.41977476,8.5
-76.0,-12.19999981,205.629301,0.429174897,6.800000191
-75.0,-12.10000038,204.4524845,0.439905505,6.400000095
-78.90000153,-12.39999962,203.4663674,0.448461304,5.199999809
-79.0,-14.80000019,202.3640702,0.457924002,1.899999976
-85.80000305,-25.20000076,201.0781603,0.469002548,10.89999962
-62.79999924,-12.19999981,65.48103227,0.430387068,11.89999962
-63.90000153,-11.89999962,67.82094815,0.428948999,12.60000038
-66.80000305,-13.80000019,72.95500306,0.429373782,6.0
-74.09999847,-14.19999981,75.9462645,0.429455163,4.5
-65.09999847,-12.69999981,84.28751517,0.436882565,9.600000381
-80.0,-12.69999981,94.69323228,0.45369941,5.800000191
-86.80000305,-14.5,96.37175225,0.457504142,1.700000048
-89.09999847,-15.60000038,97.99359179,0.460768322,-0.800000012
-89.5,-16.70000076,99.3948585,0.464278391,0.0
-85.09999847,-14.30000019,284.3829531,0.331824238,4.900000095
-83.09999847,-13.39999962,283.4870824,0.32654422,7.400000095
-81.90000153,-13.10000038,282.8160689,0.321360643,9.699999809
-83.90000153,-12.69999981,282.2646493,0.317183373,9.699999809
-84.90000153,-12.80000019,281.6993822,0.313212161,8.5
-80.19999695,-12.39999962,281.3546407,0.308245052,13.5
-78.5,-12.39999962,281.0744648,0.304294676,13.5
-76.19999695,-12.39999962,281.0344188,0.299563394,15.10000038
-77.0,-12.60000038,281.0459602,0.294332109,12.60000038
-77.69999695,-12.60000038,281.2116522,0.287216369,14.10000038
-74.19999695,-11.89999962,281.2244781,0.278391121,15.5
-72.09999847,-12.0,281.3605924,0.271677044,16.79999924
-74.0,-11.89999962,281.5065115,0.267284601,14.89999962
-74.59999847,-12.5,281.7414289,0.264233302,14.89999962
-73.69999695,-12.0,282.1602506,0.261348725,16.39999962
-75.0,-11.69999981,282.2082656,0.25795398,13.0
-73.80000305,-12.39999962,282.0148275,0.255351115,15.19999981
-72.5,-11.60000038,281.9080696,0.254659106,16.0
-72.40000153,-11.60000038,281.935239,0.254684603,16.0
-72.59999847,-10.5,281.8882683,0.254801886,14.69999981
-72.5,-10.89999962,282.17378,0.255810188,14.19999981
-72.5,-11.19999981,282.3635715,0.256315775,15.39999962
-73.09999847,-11.30000019,282.4663294,0.256827091,14.10000038
-73.0,-11.89999962,282.5379603,0.25626917,14.69999981
-73.19999695,-11.5,282.8076462,0.256683684,15.10000038
-72.90000153,-11.0,282.6392568,0.256032006,15.30000019
-72.5,-11.80000019,282.7564486,0.256951421,15.30000019
-73.0,-11.69999981,282.9414602,0.257882477,14.5
-73.59999847,-11.5,282.942065,0.257984832,14.39999962
-73.5,-11.39999962,282.8378029,0.257942579,4.745367374
-73.40000153,-11.39999962,282.7608188,0.258068154,14.19999981
-73.19999695,-11.69999981,282.7121413,0.257908084,15.69999981
-73.40000153,-11.19999981,282.7076563,0.257572971,15.0
-73.5,-11.19999981,282.5850768,0.257131778,14.30000019
-73.59999847,-12.10000038,282.2852207,0.255536807,10.89999962
-73.90000153,-11.60000038,282.2718258,0.255659746,12.80000019
-74.09999847,-11.80000019,282.3916811,0.256582857,12.10000038
-72.90000153,-11.60000038,282.2204584,0.256450115,14.0
-73.5,-11.5,281.9381312,0.255591482,13.19999981
-73.19999695,-11.80000019,281.9756312,0.255542288,13.60000038
-73.30000305,-12.10000038,282.2880311,0.255207543,14.39999962
-77.30000305,-12.10000038,282.2398587,0.250290256,13.89999962
-81.59999847,-12.69999981,281.3264167,0.24035795,7.599999905
-85.90000153,-14.30000019,280.2233372,0.22937509,3.5
-89.19999695,-15.19999981,280.4029262,0.218916835,2.0
-91.0,-16.5,282.057396,0.209063041,-1.299999952
-90.0,-15.10000038,284.2612028,0.199536187,0.400000006
-88.5,-14.80000019,286.3091864,0.188116023,3.400000095
-88.09999847,-14.89999962,287.8042725,0.173589809,1.0
-90.59999847,-16.89999962,289.2054578,0.159032834,-1.700000048
-90.59999847,-18.5,291.7418421,0.145602457,-4.300000191
-92.19999695,-22.5,295.7929976,0.133699846,-1.200000048
-90.40000153,-18.5,170.4721109,0.743665332,-4.300000191
-96.90000153,-21.39999962,169.860497,0.734581409,-3.0
-87.80000305,-14.60000038,311.3738905,0.13016351,3.400000095
-87.0,-14.19999981,314.7134977,0.135970426,3.5
-87.59999847,-14.5,317.059229,0.143673652,3.700000048
-87.30000305,-13.89999962,318.7810815,0.154083446,5.0
-80.30000305,-12.30000019,320.1012881,0.166759824,10.10000038
-83.5,-12.30000019,321.447615,0.180640901,7.699999809
-89.19999695,-14.80000019,322.5405257,0.194057993,0.100000001
-87.80000305,-14.30000019,323.7562403,0.209137363,3.200000048
-86.69999695,-14.19999981,325.0282763,0.223035316,3.200000048
-85.0,-14.10000038,326.1223998,0.237108592,3.299999952
-88.30000305,-19.29999924,326.8314159,0.25167144,-4.400000095
-93.40000153,-28.5,327.4502595,0.266198899,-4.300000191
-76.90000153,-12.60000038,83.39028404,0.638401841,0.200000003
-81.0,-14.19999981,81.90867273,0.63519248,2.0
-75.0,-13.80000019,80.5311787,0.632504464,5.400000095
-75.40000153,-13.80000019,79.06754552,0.630675606,7.800000191
-79.19999695,-14.5,77.57768579,0.629802467,4.5
-83.5,-16.29999924,76.10614155,0.629493233,-0.100000001
-79.69999695,-14.39999962,74.48216734,0.627556388,2.599999905
-80.69999695,-14.10000038,72.9554735,0.626213325,4.699999809
-79.80000305,-13.5,71.53502286,0.625649126,5.0
-75.5,-12.60000038,70.08248318,0.62649627,9.800000191
-74.59999847,-12.69999981,68.61262607,0.628161407,8.300000191
-87.09999847,-15.60000038,67.19447933,0.629990596,0.699999988
-91.40000153,-18.5,65.84636212,0.631708306,-2.5
-85.30000305,-13.39999962,177.019529,0.360726137,2.200000048
-84.0,-13.5,177.484418,0.347039093,1.899999976
-83.30000305,-13.39999962,178.4844569,0.333327764,1.799999952
-82.30000305,-13.5,179.458435,0.320611534,3.0
-83.19999695,-13.30000019,180.1888495,0.307540151,2.799999952
-81.90000153,-13.39999962,180.8556245,0.293765273,3.5
-82.30000305,-14.0,181.9938855,0.28201875,2.299999952
-81.5,-13.80000019,184.0514603,0.276534522,3.099999905
-83.5,-14.19999981,186.9926639,0.275962426,0.699999988
-81.30000305,-13.39999962,190.104135,0.27913968,3.400000095
-81.40000153,-13.5,192.7523587,0.285617276,4.400000095
-79.69999695,-13.10000038,195.114832,0.293067165,5.0
-81.59999847,-13.5,197.2469868,0.298993404,3.799999952
-82.09999847,-12.69999981,199.3130336,0.303970368,5.099999905
-82.69999695,-12.60000038,201.2711106,0.310192754,5.900000095
-82.19999695,-12.30000019,202.2333316,0.322976677,7.199999809
-85.09999847,-12.89999962,203.0841075,0.336668501,5.199999809
-83.59999847,-12.0,204.2628184,0.349418859,5.5
-80.69999695,-11.89999962,205.4349026,0.363708205,7.599999905
-85.40000153,-12.5,206.7493925,0.374499439,4.800000191
-88.59999847,-13.5,207.7301852,0.384444603,4.5
-89.40000153,-13.80000019,208.6380804,0.393037458,3.0
-87.80000305,-13.60000038,209.0558983,0.40270051,3.5
-81.5,-12.10000038,208.8423131,0.411725438,6.599999905
-78.80000305,-11.69999981,208.2017955,0.421539785,7.800000191
-75.09999847,-11.10000038,206.5568085,0.431755508,7.300000191
-73.19999695,-11.60000038,205.270971,0.439689031,7.900000095
-77.40000153,-12.5,203.9058869,0.448863676,6.699999809
-78.19999695,-12.89999962,202.5974651,0.458093134,3.5
-85.90000153,-21.0,201.5197435,0.46848706,7.400000095
-64.30000305,-12.30000019,64.85685355,0.428152427,8.699999809
-62.09999847,-12.80000019,66.97940173,0.426358602,11.69999981
-62.5,-13.5,69.16109216,0.425018156,10.39999962
-61.0,-13.80000019,71.7098248,0.424079696,9.399999619
-67.19999695,-13.69999981,74.30954628,0.423427047,11.39999962
-78.90000153,-16.29999924,76.76866826,0.417882369,-1.799999952
-77.30000305,-15.0,78.69483208,0.406047783,4.0
-78.80000305,-14.80000019,79.90919488,0.392685756,4.599999905
-76.40000153,-14.10000038,79.82564682,0.373149529,8.899999619
-80.69999695,-15.60000038,78.77659525,0.358205079,-0.5
-83.19999695,-21.39999962,201.3728916,0.59324854,4.400000095
-68.69999695,-13.0,72.62129609,0.343344308,6.900000095
-68.80000305,-11.60000038,68.67273354,0.346669976,10.69999981
-74.90000153,-12.5,64.57788578,0.348079537,6.699999809
-80.5,-13.10000038,60.51553004,0.350875592,5.900000095
-80.0,-13.39999962,56.38300657,0.355888527,5.900000095
-84.0,-14.10000038,52.64454463,0.363071411,4.400000095
-87.0,-15.69999981,49.32137447,0.372521861,1.399999976
-88.80000305,-17.20000076,46.45927764,0.384387667,-3.299999952
-88.69999695,-18.0,44.42816119,0.398626084,-4.900000095
-89.0,-21.5,42.89110387,0.41210152,1.600000024
-78.69999695,-12.69999981,220.7463979,0.41813563,7.0
-79.59999847,-13.10000038,222.0548675,0.413240023,7.0
-84.09999847,-14.19999981,223.5722852,0.417472275,3.5
-87.80000305,-16.10000038,225.0324707,0.43079484,0.800000012
-84.09999847,-14.89999962,225.3195759,0.447305404,3.700000048
-78.5,-12.69999981,224.9077165,0.459149676,9.300000191
-73.19999695,-11.89999962,223.7865219,0.465178236,11.60000038
-82.90000153,-13.19999981,220.872302,0.468537437,5.400000095
-85.69999695,-14.89999962,218.3068889,0.476876515,1.899999976
-89.80000305,-16.5,215.9934005,0.488386866,-1.600000024
-88.69999695,-17.5,213.9110966,0.500312734,1.5
-81.40000153,-13.5,54.80359527,0.344793243,5.400000095
-79.80000305,-12.80000019,57.85501535,0.340920984,5.699999809
-77.59999847,-12.89999962,60.6880513,0.337959885,7.900000095
-81.19999695,-14.30000019,62.80168328,0.334266121,2.799999952
-82.30000305,-14.39999962,64.31598733,0.330837889,4.800000191
-72.80000305,-12.30000019,65.84913889,0.325726137,11.89999962
-62.0,-12.5,67.30782744,0.316404521,8.399999619
-67.30000305,-12.30000019,68.30832344,0.302428599,7.400000095
-64.09999847,-11.60000038,69.75094995,0.286673324,12.0
-64.80000305,-10.89999962,71.22408837,0.269971592,15.10000038
-67.0,-11.30000019,68.51528539,0.256732425,6.099999905
-69.19999695,-12.30000019,64.37132416,0.251168704,6.5
-79.19999695,-12.89999962,58.11147669,0.253149172,2.200000048
-80.5,-13.5,53.45549517,0.259264605,4.300000191
-79.0,-14.0,49.76755473,0.268322707,1.600000024
-79.69999695,-13.5,46.22265563,0.275936841,3.700000048
-78.40000153,-12.80000019,43.15828485,0.279587537,5.0
-78.30000305,-12.39999962,40.12787126,0.276494215,8.100000381
-78.30000305,-13.60000038,37.29618186,0.270498921,5.400000095
-77.5,-13.39999962,34.5383832,0.260643199,5.199999809
-76.0,-14.19999981,32.69527415,0.246323473,2.799999952
-72.0,-14.5,30.48741145,0.232666787,2.400000095
-70.30000305,-14.10000038,28.20296396,0.220164944,5.300000191
-74.90000153,-14.5,26.95612878,0.206624882,5.699999809
-74.90000153,-13.80000019,26.46586629,0.19362388,6.800000191
-73.69999695,-13.69999981,27.19342807,0.180658751,7.800000191
-80.59999847,-15.0,30.08013703,0.167055176,2.900000095
-82.09999847,-16.89999962,33.36313505,0.156037738,-1.100000024
-81.80000305,-18.10000038,34.70497358,0.143235951,-2.900000095
-81.90000153,-19.39999962,33.2868248,0.128511114,7.0
-71.0,-11.5,31.3632986,0.114424064,12.5
-71.19999695,-11.60000038,29.09594465,0.106630912,10.89999962
-74.59999847,-13.60000038,25.7310805,0.101299078,6.300000191
-75.0,-13.80000019,22.07212174,0.09945751,7.800000191
-76.69999695,-13.69999981,17.09021388,0.106741419,6.599999905
-74.59999847,-12.69999981,12.48728409,0.114964226,9.5
-75.0,-12.0,6.10551789,0.131419513,9.0
-74.0,-12.10000038,1.972625167,0.146449335,10.80000019
-71.5,-11.19999981,359.5475508,0.159199404,14.60000038
-68.30000305,-11.5,357.469468,0.167481667,17.20000076
-68.5,-11.39999962,355.0597152,0.172046142,17.5
-69.09999847,-12.19999981,353.0841698,0.177167197,13.80000019
-72.59999847,-13.0,353.0919817,0.171324168,11.60000038
-75.40000153,-13.19999981,354.6771195,0.157937391,9.100000381
-75.80000305,-13.0,357.6008199,0.14387781,7.5
-71.69999695,-12.69999981,0.748091005,0.130937627,7.900000095
-69.69999695,-11.80000019,4.096473128,0.118605525,13.10000038
-71.0,-12.69999981,6.492722332,0.102552337,7.0
-69.19999695,-11.39999962,7.176594719,0.084409971,15.10000038
-68.0,-11.69999981,4.729115515,0.066258678,14.5
-70.19999695,-12.0,357.1579205,0.05084415,13.60000038
-73.19999695,-12.30000019,340.8381407,0.040768947,11.89999962
-72.80000305,-12.19999981,318.4477035,0.039376996,10.5
-67.09999847,-11.89999962,304.1808862,0.043430471,15.60000038
-70.69999695,-13.0,293.5806059,0.042817185,10.69999981
-68.40000153,-12.69999981,277.7191091,0.036459236,13.5
-73.09999847,-13.80000019,253.0867432,0.031096756,6.199999809
-76.0,-16.10000038,224.3453196,0.035118237,5.5
-80.90000153,-17.20000076,207.3230955,0.047463866,12.80000019
-69.30000305,-10.19999981,197.2440673,0.060159654,18.5
-65.90000153,-11.19999981,190.9218754,0.071100497,21.20000076
-70.5,-11.80000019,192.0364207,0.094627891,17.10000038
-76.30000305,-11.60000038,198.8514021,0.103061723,16.89999962
-75.59999847,-11.10000038,204.5586204,0.113320025,17.89999962
-78.0,-11.19999981,211.1452112,0.123528304,15.69999981
-77.30000305,-11.89999962,217.1628415,0.133152218,13.19999981
-75.5,-11.0,222.341212,0.141104708,17.0
-78.09999847,-11.60000038,227.4858027,0.146167675,14.60000038
-78.80000305,-11.69999981,233.8414274,0.149927379,15.0
-81.59999847,-13.0,240.7038227,0.149882561,4.900000095
-81.80000305,-14.10000038,249.9345526,0.15076648,1.399999976
-88.69999695,-21.60000038,256.8242131,0.152524374,-4.900000095
-95.5,-30.0,262.62137,0.15532164,7.0
-81.19999695,-18.20000076,80.74026386,0.444605197,5.599999905
-78.19999695,-14.10000038,273.9698434,0.165835211,3.0
-77.5,-12.39999962,279.1964671,0.172644601,9.0
-76.5,-12.10000038,284.82532,0.178344432,11.10000038
-75.59999847,-11.80000019,290.3981272,0.181142217,13.5
-76.90000153,-11.30000019,295.7516933,0.184183793,12.39999962
-73.09999847,-11.19999981,300.9911571,0.185869955,13.39999962
-73.69999695,-13.19999981,306.5574354,0.183955556,8.100000381
-74.59999847,-11.69999981,312.2349976,0.180720911,12.69999981
-73.40000153,-12.10000038,317.5734883,0.177218425,13.19999981
-74.0,-11.60000038,322.4173217,0.173059281,11.19999981
-72.5,-10.89999962,326.3221727,0.167992354,13.80000019
-76.69999695,-11.89999962,329.1815442,0.1605037,11.69999981
-76.69999695,-12.0,329.9217303,0.138504724,12.39999962
-68.19999695,-11.5,328.6421523,0.118023093,17.60000038
-67.30000305,-12.39999962,325.7378905,0.098136355,15.39999962
-65.40000153,-12.0,315.0426022,0.060202282,17.0
-72.09999847,-13.0,301.1716341,0.043697975,10.39999962
-71.19999695,-13.10000038,282.3336339,0.030109721,9.300000191
-70.40000153,-13.60000038,260.9292292,0.015241651,4.900000095
-66.30000305,-13.0,180.5744941,0.000576019,13.10000038
-65.30000305,-12.19999981,89.66899188,0.015977321,13.19999981
-63.40000153,-14.10000038,95.15444663,0.027587706,9.699999809
-75.19999695,-21.10000038,108.6705999,0.040830356,3.299999952
-70.80000305,-13.19999981,114.0900155,0.055740009,5.599999905
-66.59999847,-12.60000038,116.2919269,0.066145007,8.100000381
-64.19999695,-13.89999962,116.2455074,0.072253154,9.5
-67.59999847,-14.10000038,116.0723753,0.080635526,9.100000381
-74.30000305,-14.30000019,111.5174846,0.088361482,5.400000095
-76.0,-13.89999962,106.1336012,0.098725335,5.099999905
-74.30000305,-12.89999962,99.8342406,0.111036567,7.5
-71.19999695,-11.39999962,95.72164893,0.125892779,11.10000038
-72.0,-12.5,93.59428227,0.138494448,10.10000038
-74.40000153,-12.89999962,92.85030082,0.147698549,5.599999905
-75.5,-12.89999962,93.24278504,0.158613364,4.800000191
-73.69999695,-12.80000019,93.67189599,0.171556362,5.300000191
-71.19999695,-12.89999962,94.20968543,0.187689533,4.099999905
-69.80000305,-13.30000019,94.60889958,0.206081948,3.700000048
-70.69999695,-12.80000019,94.66515478,0.226347088,4.400000095
-72.30000305,-13.30000019,94.44426271,0.247482688,3.700000048
-71.09999847,-12.69999981,94.29036384,0.268657779,2.900000095
-67.69999695,-12.39999962,93.4989386,0.288793355,5.300000191
-68.5,-12.60000038,92.38041779,0.308041183,5.300000191
-69.30000305,-13.10000038,92.03567061,0.326264692,4.0
-70.19999695,-13.60000038,93.09568833,0.342976239,3.599999905
-80.30000305,-13.80000019,95.46275245,0.354776589,2.5
-83.5,-14.89999962,97.93237298,0.361531843,-1.799999952
-87.09999847,-15.5,99.92884258,0.366958888,-3.299999952
-85.30000305,-15.80000019,101.2017622,0.372931854,-0.300000012
-86.09999847,-16.0,101.5057319,0.380565179,0.400000006
-84.59999847,-15.5,100.297438,0.383825239,1.399999976
-81.40000153,-13.89999962,98.11443804,0.376944714,4.699999809
-76.90000153,-12.30000019,95.58643121,0.368747151,6.800000191
-60.40000153,-11.80000019,92.77294512,0.361240862,14.69999981
-76.0,-12.60000038,83.10493312,0.346741177,7.099999905
-81.5,-15.19999981,79.77782664,0.344086105,2.099999905
-80.0,-14.19999981,76.42296667,0.342635551,3.700000048
-73.0,-13.30000019,73.14453961,0.342063192,10.89999962
-67.69999695,-12.69999981,69.93486745,0.34179023,13.0
-68.90000153,-11.5,66.91478714,0.342872716,10.39999962
-69.90000153,-12.69999981,64.23073764,0.3457403,11.69999981
-72.69999695,-11.60000038,62.6072538,0.346484925,9.100000381
-78.09999847,-14.39999962,61.60341382,0.34229002,3.099999905
-77.09999847,-13.80000019,61.41912012,0.333881958,6.300000191
-68.69999695,-10.80000019,62.42620069,0.324341538,12.0
-63.70000076,-11.69999981,64.26654692,0.31269648,13.60000038
-66.5,-10.5,66.04425506,0.299198533,12.69999981
-63.79999924,-11.80000019,67.29284137,0.283850574,13.5
-63.09999847,-11.60000038,66.23309484,0.246260525,15.5
-64.5,-11.5,64.43665936,0.227811612,15.30000019
-70.80000305,-11.80000019,63.3733339,0.214037259,10.5
-75.40000153,-13.0,61.99384981,0.20303838,6.699999809
-74.90000153,-12.30000019,59.10243885,0.19307272,8.199999809
-74.19999695,-11.39999962,55.72053566,0.181011681,11.30000019
-74.90000153,-12.0,51.60084951,0.168047818,10.30000019
-77.80000305,-13.39999962,46.20726351,0.15801922,6.300000191
-82.5,-17.20000076,40.90626238,0.147111525,-2.900000095
-82.0,-16.89999962,36.21202699,0.134202785,-0.200000003
-78.80000305,-20.5,33.06434026,0.120204447,12.10000038
-71.0,-13.0,30.31813251,0.108596199,13.30000019
-74.5,-12.69999981,27.83409381,0.100327917,9.699999809
-69.80000305,-12.80000019,24.05964183,0.094493436,10.80000019
-66.90000153,-12.39999962,17.5221158,0.090819254,12.5
-68.90000153,-12.10000038,14.12843091,0.08166557,13.89999962
-69.90000153,-12.39999962,16.00401908,0.051480344,12.30000019
-72.40000153,-12.80000019,26.48256222,0.035218091,10.60000038
-66.30000305,-12.5,59.54184106,0.025298687,10.30000019
-69.69999695,-15.60000038,95.81342176,0.032318617,4.0
-71.5,-14.60000038,106.3560497,0.045554763,2.299999952
-70.0,-13.30000019,111.2604366,0.057254906,6.300000191
-66.30000305,-13.30000019,113.4681594,0.0653027,7.5
-65.0,-12.19999981,114.2275642,0.071502573,9.699999809
-70.09999847,-14.30000019,116.4948233,0.077284653,2.700000048
-75.09999847,-15.89999962,121.6413562,0.083448662,0.0
-84.69999695,-18.5,128.1825784,0.092496351,-3.900000095
-83.59999847,-19.39999962,134.4688028,0.106688028,-3.200000048
-76.30000305,-14.89999962,140.1010177,0.123986049,2.099999905
-75.69999695,-13.5,145.4434885,0.141138859,8.600000381
-79.40000153,-15.69999981,150.3919016,0.156111886,1.899999976
-76.59999847,-14.80000019,154.6471007,0.169267635,4.800000191
-77.90000153,-15.19999981,158.0293121,0.178525494,4.400000095
-78.0,-14.60000038,160.4629447,0.184117794,3.099999905
-76.5,-12.80000019,162.3153042,0.189476757,9.0
-76.19999695,-13.30000019,164.9529367,0.191577996,10.89999962
-77.0,-13.30000019,168.0166679,0.193943789,8.100000381
-75.59999847,-13.19999981,171.7663058,0.193921314,12.0
